unvocalized,vocalized,root,normalized,jamid,musytaq
حقاق,حِقَاقٌ,حقق,حقاق,1,0
حقاق,حِقَاقٌ,حقق,حقاق,1,0
حقوق,حُقوقٌ,حقق,حقوق,1,0
حقائق,حَقَائِقُ,حقق,حقاءق,1,0
حقول,حُقُولٌ,حقل,حقول,1,0
محاقن,مَحَاقِنُ,حقن,محاقن,1,0
حكام,حُكَّامٌ,حكم,حكام,1,0
حلائب,حَلائِبُ,حلب,حلاءب,1,0
محالب,مَحالِبُ,حلب,محالب,1,0
محالب,مَحَالِبُ,حلب,محالب,1,0
محاليج,مَحَالِيجُ,حلج,محاليج,1,0
محالج,مَحالِجُ,حلج,محالج,1,0
أحلاس,أَحْلاَسٌ,حلس,ءحلاس,1,0
محالق,مَحَالِقُ,حلق,محالق,1,0
حلاقيم,حَلاَقِيمُ,حلقم,حلاقيم,1,0
حلاقم,حَلاَقِمُ,حلقم,حلاقم,1,0
حلال,حُلاَلٌ,حلل,حلال,1,0
حلائل,حَلاَئِلُ,حلل,حلاءل,1,0
محال,مَحَالٌّ,حلل,محال,1,0
محال,مَحَالُّ,حلل,محال,1,0
حمأ,حَمَأٌ,حمأ,حمء,1,0
حمير,حَمِيرٌ,حمار,حمير,1,0
حمائر,حَمَائِرُ,حمار,حماءر,1,0
حمم,حُمَمٌ,حمة,حمم,1,0
حمم,حَمَمٌ,حمة,حمم,1,0
محامد,مَحَامِدُ,حمد,محامد,1,0
حموض,حُمُوضٌ,حمض,حموض,1,0
حواميل,حَواميلُ,حمل,حواميل,1,0
حمائل,حَمَائِلُ,حمل,حماءل,1,0
أحمال,أَحْمَالٌ,حمل,ءحمال,1,0
أحمال,أَحْمَالٌ,حمل,ءحمال,1,0
حمول,حُمُولٌ,حمل,حمول,1,0
أحمال,أحْمَالٌ,حمل,ءحمال,1,0
محامل,مَحَامِلُ,حمل,محامل,1,0
محامل,مَحَامِلُ,حمل,محامل,1,0
حمائم,حَمَائِمُ,حمم,حماءم,1,0
حمائم,حَمَائِمُ,حمم,حماءم,1,0
حمام,حِمَامٌ,حمم,حمام,1,0
حمم,حِمَمٌ,حمم,حمم,1,0
حنابل,حَنَابِلُ,حنبل,حنابل,1,0
حناجر,حَنَاجِرُ,حنجر,حناجر,1,0
حناجير,حَنَاجِيرُ,حنجر,حناجير,1,0
أحناش,أحْنَاشٌ,حنش,ءحناش,1,0
حنو,حِنْوٌ,حنو,حنو,1,0
حنايا,حَنَايَا,حنو,حنايا,1,0
حوائج,حَوائِجُ,حوج,حواءج,1,0
محار,مَحَارٌ,حور,محار,1,0
أحوار,أَحْوَارٌ,حور,ءحوار,1,0
أحواض,أحْوَاضٌ,حوض,ءحواض,1,0
حياض,حِيَاضٌ,حوض,حياض,1,0
حياض,حِيَاضٌ,حيض,حياض,1,0
حيل,حِيَلٌ,حيل،حول,حيل,1,0
خبايا,خَبَايَا,خبأ,خبايا,1,0
مخابئ,مَخَابِئُ,خبأ,مخابء,1,0
خبايا,خَبَايَا,خبايا,خبايا,1,0
مخابر,مَخَابِرُ,خبر,مخابر,1,0
مخابز,مَخَابِزُ,خبز,مخابز,1,0
مخابص,مَخَابِصُ,خبص,مخابص,1,0
خبط,خُبُطٌ,خبط,خبط,1,0
خبط,خُبُطٌ,خبط,خبط,1,0
مخابيط,مَخَابِيطُ,خبط,مخابيط,1,0
خواتيم,خَوَاتِيمُ,ختم,خواتيم,1,0
أخاديد,أَخَادِيدُ,خدد,ءخاديد,1,0
خدد,خُدَدٌ,خدد,خدد,1,0
خدود,خُدُودٌ,خدد,خدود,1,0
مخاد,مَخَادُّ,خدد,مخاد,1,0
خدور,خُدُورٌ,خدر,خدور,1,0
خذاريف,خَذَارِيفُ,خذروف,خذاريف,1,0
خروب,خُرُوبٌ,خرب,خروب,1,0
خرائب,خَرَائِبُ,خرب,خراءب,1,0
خروت,خُرُوتٌ,خرت,خروت,1,0
خرز,خَرَزٌ,خرز,خرز,1,0
خرز,خُرَزٌ,خرز,خرز,1,0
مخارز,مَخَارِزُ,خرز,مخارز,1,0
أخراس,أخْرَاسٌ,خرس,ءخراس,1,0
خروش,خُرُوشٌ,خرش,خروش,1,0
مخارش,مَخَارِشُ,خرش,مخارش,1,0
أخراص,أخْرَاصٌ,خرص,ءخراص,1,0
خرائط,خَرَائِطُ,خرط,خراءط,1,0
خراطيم,خَرَاطِيمُ,خرطم,خراطيم,1,0
خرانق,خَرَانِقُ,خرنق,خرانق,1,0
خروع,خِرْوَع,خروع,خروع,1,0
خراف,خِرَافٌ,خروف,خراف,1,0
خرائد,خَرَائِدُ,خريد,خراءد,1,0
خرود,خُرُودٌ,خريد,خرود,1,0
خرد,خُرَّدٌ,خريد,خرد,1,0
خزوز,خُزُوزٌ,خز,خزوز,1,0
خوازيق,خَوَازِيقُ,خزق,خوازيق,1,0
خزائن,خَزَائنُ,خزن,خزاءن,1,0
خزائن,خَزَائِنُ,خزن,خزاءن,1,0
مخازن,مَخَازِنُ,خزن,مخازن,1,0
خسائس,خَسَائِسُ,خسس,خساءس,1,0
أخشاب,أَخْشَابٌ,خشب,ءخشاب,1,0
خشب,خُشُبٌ,خشب,خشب,1,0
أخشاش,أخْشَاشٌ,خشش,ءخشاش,1,0
أخصاص,أَخْصَاصٌ,خص,ءخصاص,1,0
خصاص,خِصَاصٌ,خص,خصاص,1,0
خواصر,خَوَاصِرُ,خصر,خواصر,1,0
مخاصر,مَخَاصِرُ,خصر,مخاصر,1,0
خواص,خَوَاصّ,خصص,خواص,1,0
خصاص,خُصَاصٌ,خصص,خصاص,1,0
خصاف,خِصَافٌ,خصف,خصاف,1,0
خصاف,خِصَافٌ,خصف,خصاف,1,0
مخاصف,مَخَاصِفُ,خصف,مخاصف,1,0
خصال,خِصَالٌ,خصل,خصال,1,0
خصائل,خَصَائِلُ,خصل,خصاءل,1,0
خطايا,خَطَايا,خطأ,خطايا,1,0
خطاطيف,خَطَاطِيفُ,خطاف,خطاطيف,1,0
خطب,خُطَبٌ,خطب,خطب,1,0
خطوب,خُطُوبٌ,خطب,خطوب,1,0
خواطر,خَوَاطِرُ,خطر,خواطر,1,0
خطط,خُطَطٌ,خطط,خطط,1,0
خطط,خِطَطٌ,خطط,خطط,1,0
خواطيف,خَوَاطِيف,خطف,خواطيف,1,0
خطاطيف,خَطَاطِيفُ,خطف,خطاطيف,1,0
خطائف,خَطَائِفُ,خطف,خطاءف,1,0
خطم,خُطُمٌ,خطم,خطم,1,0
خطوم,خُطُومٌ,خطم,خطوم,1,0
مخاطم,مَخَاطِمُ,خطم,مخاطم,1,0
أخفاف,أخْفَافٌ,خف,ءخفاف,1,0
خفاف,خِفَافٌ,خف,خفاف,1,0
خفافيش,خَفَافِيشُ,خفاش,خفافيش,1,0
مخافر,مَخَافِرُ,خفر,مخافر,1,0
أخلاب,أَخْلاَبٌ,خلب,ءخلاب,1,0
مخالب,مَخَالِبُ,خلب,مخالب,1,0
خلاخيل,خَلاَخِيلُ,خلخل,خلاخيل,1,0
خلاخل,خَلاَخِلُ,خلخل,خلاخل,1,0
أخلاد,أَخْلاَدٌ,خلد,ءخلاد,1,0
مناجذ,مَنَاجِذُ,خلد,مناجذ,1,0
أخلاف,أَخْلاَفٌ,خلف,ءخلاف,1,0
خلوف,خُلُوفٌ,خلف,خلوف,1,0
أخلاق,أَخْلاَقٌ,خلق,ءخلاق,1,0
خلائق,خَلائِقُ,خلق,خلاءق,1,0
خلال,خِلاَلٌ,خلل,خلال,1,0
خلل,خُلَلٌ,خلل,خلل,1,0
خلال,خِلاَلٌ,خلل,خلال,1,0
خلل,خِلَلٌ,خلل,خلل,1,0
خلال,خِلاَلٌ,خلل,خلال,1,0
خلل,خِلَلٌ,خلل,خلل,1,0
خلايا,خَلاَيَا,خلي,خلايا,1,0
خلج,خُلُجٌ,خليج,خلج,1,0
خماخم,خَمَاخِمُ,خمخم,خماخم,1,0
خمر,خُمُرٌ,خمر,خمر,1,0
خمر,خُمْرٌ,خمر,خمر,1,0
خمر,خُمَرٌ,خمر,خمر,1,0
خمور,خُمُورٌ,خمر,خمور,1,0
خمائر,خَمَائِرُ,خمر,خماءر,1,0
أخماس,أَخْمَاسٌ,خمس,ءخماس,1,0
أخماص,أَخْمَاصٌ,خمص,ءخماص,1,0
خمائل,خَمَائِلُ,خمل,خماءل,1,0
خناجر,خَنَاجِرُ,خنجر,خناجر,1,0
خناجر,خَنَاجِرُ,خنجر,خناجر,1,0
خنادق,خَنَادِقُ,خندق,خنادق,1,0
خنازير,خَنَازِيرُ,خنزير,خنازير,1,0
خناصر,خَنَاصِرُ,خنصر,خناصر,1,0
خنع,خُنُعٌ,خنع,خنع,1,0
خنائف,خَنَائِفُ,خنف,خناءف,1,0
خنافس,خَنَافِسُ,خنفس,خنافس,1,0
خنافس,خَنَافِسُ,خنفساء,خنافس,1,0
مخانق,مَخَانِقُ,خنق,مخانق,1,0
خوذ,خُوَذٌ,خوذ,خوذ,1,0
خيار,خِيَارٌ,خيار,خيار,1,0
خيار,خِيَارٌ,خير,خيار,1,0
أخيار,أَخْيَارٌ,خير,ءخيار,1,0
مخاتير,مَخَاتِيرُ,خير,مخاتير,1,0
خيازر,خَيَازِرُ,خيزران,خيازر,1,0
خياشيم,خَيَاشِيمُ,خيش,خياشيم,1,0
خيوط,خُيُوطٌ,خيط,خيوط,1,0
أخياف,أَخْيَافٌ,خيف,ءخياف,1,0
خيوف,خُيُوفٌ,خيف,خيوف,1,0
أخوام,أَخْوَامٌ,خيم,ءخوام,1,0
خيم,خِيَمٌ,خيمة,خيم,1,0
دواغص,دَوَاغِصُ,داغصة,دواغص,1,0
أدوال,أدْوَالٌ,دال,ءدوال,1,0
أدباب,أدْبَابٌ,دب,ءدباب,1,0
دباب,دِبَابٌ,دب,دباب,1,0
دبر,دَبَرٌ,دبر,دبر,1,0
أدبر,أَدْبُرٌ,دبر,ءدبر,1,0
مارون,مَارُّون,مرر,مارون,1,0
منحات,مِنْحَاتٌ,نحت,منحات,1,0
ناظور,نَاظُورٌ,نظر,ناظور,1,0
أقدمون,أقْدَمُونَ,قدم,ءقدمون,1,0
آباء,آباءٌ,أبو,ءءباء,1,0
إخوان,إِخْوَانٌ,أخو,ءخوان,1,0
أساتذة,أَسَاتِذَةٌ,أستاذ,ءساتذة,1,0
أساكفة,أَساكِفَةٌ,إسكاف,ءساكفة,1,0
أباطرة,أبَاطِرَةٌ,إمبراطور,ءباطرة,1,0
أئمة,أئِمَّةٌ,أمم,ءءمة,1,0
أيمة,أَيِمّةٌ,أمم,ءيمة,1,0
أناسية,أَناسِيَةٌ,إنسان,ءناسية,1,0
آناء,آنَاءٌ,إني,ءءناء,1,0
أبداء,أبْداءٌ,بدأ,ءبداء,1,0
برابرة,بَرابِرَةٌ,بربر,برابرة,1,0
بياطرة,بَياطِرَةٌ,بطر,بياطرة,1,0
بطاركة,بَطارِكَةٌ,بطريرك,بطاركة,1,0
تراجمة,تَرَاجِمَةٌ,ترجم,تراجمة,1,0
تلامذة,تَلاَمِذَةٌ,تلميذ,تلامذة,1,0
أتلاء,أَتْلاءٌ,تلو,ءتلاء,1,0
أتواء,أَتْواءٌ,تو,ءتواء,1,0
أثناء,أَثْناءُ,ثني,ءثناء,1,0
جمان,جُمَانٌ,جمان,جمان,1,0
جهابذة,جَهَابِذَةُ,جهبذ,جهابذة,1,0
حرداء,حُرَدَاءُ,حرد,حرداء,1,0
حرفاء,حُرَفاءُ,حرف,حرفاء,1,0
حفداء,حُفَدَاءُ,حفد,حفداء,1,0
أحلاء,أَحِلاَّءُ,حلل,ءحلاء,1,0
أحياء,أَحْيَاءٌ,حيي,ءحياء,1,0
خفراء,خُفَرَاءُ,خفر,خفراء,1,0
خلصاء,خُلَصَاءُ,خلص,خلصاء,1,0
خلفاء,خُلَفَاءُ,خلف,خلفاء,1,0
خوارنة,خَوَارِنَةٌ,خوري,خوارنة,1,0
دكاترة,دَكاتِرَةٌ,دكتور,دكاترة,1,0
دنى,دُنىً,دنو,دنى,1,0
دهاقنة,دَهاقِنَةٌ,دهقان,دهاقنة,1,0
دهاقين,دَهاقينُ,دهقان,دهاقين,1,0
رؤساء,رُؤَسَاءُ,رأس,رءساء,1,0
ربابنة,رَبابِنَةٌ,ربن,ربابنة,1,0
ربابين,رَبابينُ,ربن,ربابين,1,0
رومان,رُومانُ,رومان,رومان,1,0
زعران,زُعْرانٌ,زعر,زعران,1,0
زنادقة,زَنادِقَةٌ,زندق,زنادقة,1,0
سفراء,سُفَرَاءُ,سفر,سفراء,1,0
أساقفة,أَساقِفَةٌ,سقف,ءساقفة,1,0
سلاطين,سَلاَطِينُ,سلط,سلاطين,1,0
سماسرة,سَمَاسِرَةٌ,سمسر,سماسرة,1,0
شدايقة,شَدَايِقَةٌ,شدياق,شدايقة,1,0
شقالبة,شَقَالِبَةٌ,شقلب,شقالبة,1,0
شياطين,شَيَاطِينُ,شيط,شياطين,1,0
صبية,صِبْيَةٌ,صبو,صبية,1,0
عربان,عُرْبَانٌ,عرب,عربان,1,0
عرسان,عِرْسَانٌ,عرس,عرسان,1,0
عقداء,عُقَدَاءُ,عقد,عقداء,1,0
غلمان,غِلْمَانٌ,غلم,غلمان,1,0
أغلمة,أَغْلِمَةٌ,غلم,ءغلمة,1,0
فرقاء,فُرَقَاءُ,فرق,فرقاء,1,0
فراعنة,فَرَاعِنَةٌ,فرعن,فراعنة,1,0
فلاسفة,فَلاَسِفَةٌ,فلسف,فلاسفة,1,0
قرامطة,قَرَامِطَةٌ,قرامطة,قرامطة,1,0
قراصنة,قَرَاصِنَةٌ,قرصان,قراصنة,1,0
قياصرة,قَيَاصِرَةٌ,قيصر,قياصرة,1,0
كرادلة,كَرَادِلَةٌ,كردينال,كرادلة,1,0
أكاسرة,أَكَاسِرَةٌ,كسرى,ءكاسرة,1,0
مطارنة,مَطَارِنَةٌ,مطران,مطارنة,1,0
مطارين,مَطَارِينُ,مطران,مطارين,1,0
نبالة,نَبَّالَةٌ,نبل,نبالة,1,0
نزلاء,نُزَلاَءُ,نزل,نزلاء,1,0
نصارى,نَصَارَى,نصر,نصارى,1,0
نقباء,نُقَبَاءُ,نقب,نقباء,1,0
نواتي,نَوَاتِيُّ,نوت,نواتي,1,0
وزراء,وُزَرَاءُ,وزر,وزراء,1,0
أوصياء,أَوْصِيَاءٌ,وصي,ءوصياء,1,0
أولياء,أَوْلِيَاءُ,ولي,ءولياء,1,0
أولاد,أَوْلاَدٌ,ولد,ءولاد,1,0
أجواد,أَجْوَادٌ,جود,ءجواد,1,0
أباليس,أَبَالِيسُ,إبليس,ءباليس,1,0
آحاد,آحَادٌ,وحد,ءءحاد,1,0
إمع,إِمَّعٌ,إمع,ءمع,1,0
أناس,أُناسٌ,أنس,ءناس,1,0
تلاميذ,تَلاَمِيذُ,تلميذ,تلاميذ,1,0
جواسيس,جَوَاسِيسُ,جسس,جواسيس,1,0
بواليع,بَوالِيعُ,بلع,بواليع,1,0
أدبار,أَدْبَارٌ,دبر,ءدبار,1,0
دبر,دُبُرٌ,دبر,دبر,1,0
دبائر,دَبَائِرُ,دبر,دباءر,1,0
دبور,دُبُورٌ,دبر,دبور,1,0
أدبار,أدْبَارٌ,دبر,ءدبار,1,0
دبر,دَبْرٌ,دبرة,دبر,1,0
دبار,دِبَارٌ,دبرة,دبار,1,0
أدباش,أدْبَاشٌ,دبش,ءدباش,1,0
مدابغ,مَدَابِغُ,دبغ,مدابغ,1,0
دبابير,دَبَابِيرُ,دبور,دبابير,1,0
دبابيس,دَبَابِيسُ,دبوس,دبابيس,1,0
دثر,دُثُرٌ,دثر,دثر,1,0
دياجير,دَياجيرُ,دجر,دياجير,1,0
دحاض,دِحَاضٌ,دحض,دحاض,1,0
دواخن,دَوَاخِنُ,دحن,دواخن,1,0
دواخل,دَوَاخِلُ,دخل,دواخل,1,0
مداخل,مَدَاخِلُ,دخل,مداخل,1,0
مداخن,مَدَاخِنُ,دخن,مداخن,1,0
درر,دُرَرٌ,در,درر,1,0
درايا,دَرَايَا,درأ,درايا,1,0
دراريج,دَرَارِيجُ,دراج,دراريج,1,0
دراريع,دَرَارِيعُ,دراعة,دراريع,1,0
دروب,دُرُوبٌ,درب,دروب,1,0
دراب,دِرَابٌ,درب,دراب,1,0
أدراب,أدْرَابٌ,درب,ءدراب,1,0
درابيز,دَرَابِيزُ,دربوز,درابيز,1,0
درج,دَرَجَ,درج,درج,1,0
درج,دَرَجٌ,درج,درج,1,0
مدارج,مَدَارِجُ,درج,مدارج,1,0
أدراج,أدْرَاجٌ,درج,ءدراج,1,0
أدراج,أدْرَاجٌ,درج,ءدراج,1,0
درادر,درادِرُ,دردر,درادر,1,0
درر,دِرَرٌ,درر,درر,1,0
دوارع,دَوَارِعُ,درع,دوارع,1,0
درائك,دَرَائِكُ,درك,دراءك,1,0
دراهم,دَرَاهِمُ,درهم,دراهم,1,0
دراويش,دَرَاوِيشُ,دروش,دراويش,1,0
دسر,دُسُرٌ,دسار,دسر,1,0
دسوت,دُسُوتٌ,دست,دسوت,1,0
دساتير,دَسَاتِيرُ,دستور,دساتير,1,0
دسائع,دَسَائِعُ,دسيعة,دساءع,1,0
أدعاص,أدْعَاصٌ,دعص,ءدعاص,1,0
دعائم,دَعَائِمُ,دعم,دعاءم,1,0
دعم,دُعُمٌ,دعم,دعم,1,0
أدغال,أدْغَالٌ,دغل,ءدغال,1,0
دغال,دِغَالٌ,دغل,دغال,1,0
دفوف,دُفُوفٌ,دف,دفوف,1,0
مدافئ,مَدَافِئُ,دفأ,مدافء,1,0
مدافئ,مَدَافِئُ,دفأ,مدافء,1,0
دفاتر,دَفَاتِرُ,دفتر,دفاتر,1,0
مدافن,مَدَافِنُ,دفن,مدافن,1,0
دقائق,دَقائِقُ,دقق,دقاءق,1,0
مداق,مَدَاقٌّ,دقق,مداق,1,0
أدلاس,أَدْلاسٌ,دلس,ءدلاس,1,0
مدالك,مَدَالِكُ,دلك,مدالك,1,0
دلائل,دَلائِلُ,دلل,دلاءل,1,0
دلائل,دَلائِلُ,دلل,دلاءل,1,0
مدامع,مَدَامِعُ,دمع,مدامع,1,0
دمامل,دَمامِلُ,دمل,دمامل,1,0
دماميل,دَماميلُ,دمل,دماميل,1,0
دمالج,دَمالِجُ,دملج,دمالج,1,0
دهور,دُهورٌ,دهر,دهور,1,0
دهاليز,دَهاليزُ,دهليز,دهاليز,1,0
دود,دُودٌ,دودة,دود,1,0
ديار,دِيَارٌ,دور,ديار,1,0
دوائر,دَوَائِرُ,دور,دواءر,1,0
دواوير,دَواويرُ,دور,دواوير,1,0
دوارق,دَوارِقُ,دورق,دوارق,1,0
مداوس,مَدَاوِسُ,دوس,مداوس,1,0
دال,دَالٌ,دول,دال,1,0
دواليب,دَوالِيبُ,دولاب,دواليب,1,0
دبابيج,دَبابيجُ,ديباج,دبابيج,1,0
ديابيج,دَيابيجُ,ديباج,ديابيج,1,0
ديوك,دُيوكٌ,ديك,ديوك,1,0
أدياك,أَدْياكٌ,ديك,ءدياك,1,0
ديم,دِيَمٌ,ديم,ديم,1,0
ديوم,دُيومٌ,ديم,ديوم,1,0
دياميس,دَيامِيسُ,ديماس,دياميس,1,0
دماميس,دَمامِيسُ,ديماس,دماميس,1,0
دنانير,دَنانيرُ,دينار,دنانير,1,0
ذوائب,ذَوائِبُ,ذأب,ذواءب,1,0
ذبال,ذُبالٌ,ذبالة,ذبال,1,0
ذبائح,ذَبائِحُ,ذبح,ذباءح,1,0
مذابح,مَذَابِحُ,ذبح,مذابح,1,0
مذابح,مَذَابِحُ,ذبح,مذابح,1,0
أذخار,أَذْخارٌ,ذخر,ءذخار,1,0
ذخائر,ذَخائِرُ,ذخر,ذخاءر,1,0
أذخار,أَذْخارٌ,ذرب,ءذخار,1,0
ذرائع,ذَرائِعُ,ذرع,ذراءع,1,0
ذكور,ذُكورٌ,ذكر,ذكور,1,0
ذلاذل,ذَلاذِلُ,ذلذل,ذلاذل,1,0
أذلال,أَذْلالٌ,ذلل,ءذلال,1,0
ذمم,ذِمَمٌ,ذمم,ذمم,1,0
ذنائب,ذُنَائِبُ,ذنب,ذناءب,1,0
ذنوب,ذُنُوبٌ,ذنب,ذنوب,1,0
أذناب,أذْنَابٌ,ذنب,ءذناب,1,0
مذاهب,مَذَاهِبُ,ذهب,مذاهب,1,0
أذهاب,أذْهَابٌ,ذهب,ءذهاب,1,0
ذهوب,ذُهُوبٌ,ذهب,ذهوب,1,0
مذاود,مَذَاوِدُ,ذود,مذاود,1,0
ذئاب,ذِئابٌ,ذئب,ذءاب,1,0
ذيول,ذُيُولٌ,ذيل,ذيول,1,0
أذيال,أذْيَالٌ,ذيل,ءذيال,1,0
مرائب,مَرَائِبُ,رأب,مراءب,1,0
رؤوس,رُؤُوسٌ,رأس,رءوس,1,0
رواقيل,رَوَاقِيلُ,راقول,رواقيل,1,0
رواويق,رَوَاوِيقُ,راووق,رواويق,1,0
مرايا,مَرَايَا,رأي,مرايا,1,0
ربايا,رَبايا,ربأ,ربايا,1,0
أرباب,أرْبَابٌ,ربب,ءرباب,1,0
ربوب,رُبُوبٌ,ربب,ربوب,1,0
ربائب,رَبَائِبُ,ربب,رباءب,1,0
ربائد,رَبَائِدُ,ربد,رباءد,1,0
مرابد,مَرَابِدُ,ربد,مرابد,1,0
ربارب,رَبارِبُ,ربرب,ربارب,1,0
أرباض,أَرْباضٌ,ربض,ءرباض,1,0
مرابض,مَرَابِضُ,ربض,مرابض,1,0
روابط,رَوَابِطُ,ربط,روابط,1,0
مرابط,مَرَابِطُ,ربط,مرابط,1,0
مرابط,مَرَابِطُ,ربط,مرابط,1,0
أرباع,أَرْبَاعٌ,ربع,ءرباع,1,0
أرباع,أَرْبَاعٌ,ربع,ءرباع,1,0
ربائع,ربَائِعُ,ربع,رباءع,1,0
مرابع,مَرَابِعُ,ربع,مرابع,1,0
مرابع,مَرابِعُ,ربع,مرابع,1,0
مرابع,مَرَابِعُ,ربع,مرابع,1,0
مرابع,مَرابِعُ,ربع,مرابع,1,0
أرباق,أرْبَاقٌ,ربق,ءرباق,1,0
رباق,رِبَاقٌ,ربق,رباق,1,0
ربق,رِبَقٌ,ربق,ربق,1,0
ربائك,رَبَائِكُ,ربك,رباءك,1,0
روابل,رَوابِلُ,ربل,روابل,1,0
ربول,رُبولٌ,ربل,ربول,1,0
مراتب,مَرَاتِبُ,رتب,مراتب,1,0
رتوت,رُتُوتٌ,رتت,رتوت,1,0
رتائج,رَتَائِجُ,رتج,رتاءج,1,0
رتج,رُتُجٌ,رتج,رتج,1,0
مراتيج,مَرَاتِيجُ,رتج,مراتيج,1,0
مراتع,مَرَاتِعُ,رتع,مراتع,1,0
تراتيل,تَرَاتِيلُ,رتل,تراتيل,1,0
رثاث,رِثَاثٌ,رثث,رثاث,1,0
رواجب,رَوَاجِبُ,رجب,رواجب,1,0
أرجاب,أَرْجَابٌ,رجب,ءرجاب,1,0
أرجاب,أَرْجَابٌ,رجب,ءرجاب,1,0
رجوب,رُجُوبٌ,رجب,رجوب,1,0
أراجيح,أَرَاجِيحُ,رجح,ءراجيح,1,0
أراجيز,أَرَاجِيزُ,رجز,ءراجيز,1,0
أرجاس,أرْجَاسٌ,رجس,ءرجاس,1,0
رجائع,رَجَائِعُ,رجع,رجاءع,1,0
مراجع,مَرَاجِعُ,رجع,مراجع,1,0
رجال,رِجَالٌ,رجل,رجال,1,0
مراجل,مَرَاجِلُ,رجل,مراجل,1,0
رجام,رِجَامٌ,رجم,رجام,1,0
رجام,رِجَامٌ,رجم,رجام,1,0
أرجام,أَرْجَامٌ,رجم,ءرجام,1,0
رحاب,رِحَابٌ,رحب,رحاب,1,0
مراحيض,مَرَاحِيضُ,رحض,مراحيض,1,0
رواحل,رَوَاحِلُ,رحل,رواحل,1,0
مراحل,مَرَاحِلُ,رحل,مراحل,1,0
أرحام,أَرْحَامٌ,رحم,ءرحام,1,0
رخاخ,رِخَاخٌ,رخخ,رخاخ,1,0
رخاف,رِخَافٌ,رخف,رخاف,1,0
روادف,رَوَادِفُ,ردف,روادف,1,0
أرداف,أرْدَافٌ,ردف,ءرداف,1,0
رذائل,رَذَائِلُ,رذل,رذاءل,1,0
رزايا,رَزَايَا,رزأ,رزايا,1,0
رزايا,رَزَايَا,رزأ,رزايا,1,0
مرازئ,مَرَازِئُ,رزأ,مرازء,1,0
مراز,مَرَازُّ,رزز,مراز,1,0
أرزاق,أَرْزَاقٌ,رزق,ءرزاق,1,0
أرساغ,أرْسَاغٌ,رسغ,ءرساغ,1,0
أرسغ,أَرْسُغٌ,رسغ,ءرسغ,1,0
رواسم,رَوَاسِمُ,رسم,رواسم,1,0
مراش,مَرَاشٌّ,رشش,مراش,1,0
مراشف,مَرَاشِفُ,رشف,مراشف,1,0
مراشف,مَرَاشِفُ,رشف,مراشف,1,0
أرشاق,أَرْشاقٌ,رشق,ءرشاق,1,0
رواشم,رَواشِمُ,رشم,رواشم,1,0
رصاد,رِصادٌ,رصد,رصاد,1,0
مراصيد,مَرَاصِيدُ,رصد,مراصيد,1,0
مراصد,مَرَاصِدُ,رصد,مراصد,1,0
رصائف,رَصائِفُ,رصف,رصاءف,1,0
أرصاف,أَرْصَافٌ,رصف,ءرصاف,1,0
رواضع,رَوَاضِعُ,رضع,رواضع,1,0
رطاب,رِطَابٌ,رطب,رطاب,1,0
رطاب,رِطابٌ,رطب,رطاب,1,0
أرطاب,أَرْطابٌ,رطب,ءرطاب,1,0
أرطال,أَرْطالٌ,رطل,ءرطال,1,0
رعايا,رَعايا,رعي,رعايا,1,0
رغائب,رَغائِبُ,رغب,رغاءب,1,0
رغائد,رَغائِدُ,رغد,رغاءد,1,0
مراغم,مَرَاغِمُ,رغم,مراغم,1,0
مرافئ,مَرَافِئُ,رفأ,مرافء,1,0
أرفاد,أَرْفادٌ,رفد,ءرفاد,1,0
رفود,رُفودٌ,رفد,رفود,1,0
أرفاد,أَرْفادٌ,رفد,ءرفاد,1,0
رفود,رُفودٌ,رفد,رفود,1,0
رفائد,رَفائِدُ,رفد,رفاءد,1,0
رفارف,رَفارِفُ,رفرف,رفارف,1,0
رفائس,رَفائِسُ,رفس,رفاءس,1,0
روافض,رَوَافِضُ,رفض,روافض,1,0
روافع,رَوَافِعُ,رفع,روافع,1,0
مرافع,مَرَافِعُ,رفع,مرافع,1,0
مرافع,مَرَافِعُ,رفع,مرافع,1,0
رقاب,رِقابٌ,رقب,رقاب,1,0
رواقيد,رَوَاقِيدُ,رقد,رواقيد,1,0
مراقد,مَرَاقِدُ,رقد,مراقد,1,0
رقوش,رُقوشٌ,رقش,رقوش,1,0
أرقاط,أَرْقَاطٌ,رقط,ءرقاط,1,0
رقاع,رِقاعٌ,رقع,رقاع,1,0
رقوق,رُقوقٌ,رقق,رقوق,1,0
مراقم,مَرَاقِمُ,رقم,مراقم,1,0
مراقن,مَرَاقِنُ,رقن,مراقن,1,0
ركائب,رَكائِبُ,ركب,ركاءب,1,0
ركاب,رِكابٌ,ركب,ركاب,1,0
ركائز,رَكائِزُ,ركز,ركاءز,1,0
مراكز,مَرَاكِزُ,ركز,مراكز,1,0
مراكض,مَراكِضُ,ركض,مراكض,1,0
مراكض,مَرَاكِضُ,ركض,مراكض,1,0
مراكن,مَرَاكِنُ,ركن,مراكن,1,0
مراكن,مَرَاكِنُ,ركن,مراكن,1,0
رماح,رِماحٌ,رمح,رماح,1,0
أرماح,أَرْماحٌ,رمح,ءرماح,1,0
روامس,رَوَامِسُ,رمس,روامس,1,0
رموش,رُموشٌ,رمش,رموش,1,0
مراميش,مَرَامِيشُ,رمش,مراميش,1,0
أرماق,أَرْماقٌ,رمق,ءرماق,1,0
رمال,رِمالٌ,رمل,رمال,1,0
