unvocalized,vocalized,jamid
كروموزوم,كُرُومُوزُوم,1
كسر,كِسْرٌ,1
كسر,كَسْرٌ,1
مكشط,مِكْشَطٌ,1
كشك,كِشْكٌ,1
كشكول,كَشْكُولٌ,1
كعك,كَعْكٌ,1
كفاف,كِفَافٌ,1
كلاب,كُلاَّبٌ,1
كلب,كَلِبٌ,1
كلب,كَلْبٌ,1
إكليل,إكْلِيلٌ,1
كلأ,كَلَأٌ,1
كلم,كَلْمٌ,1
كم,كِمٌّ,1
كماد,كِمَادٌ,1
كمام,كِمَامٌ,1
كم,كُمٌّ,1
كنيف,كَنِيفٌ,1
كهيرب,كُهَيْرِبٌ,1
كهف,كَهْفٌ,1
كهل,كَهْلٌ,1
كوب,كُوبٌ,1
كوخ,كُوخٌ,1
كوز,كُوزٌ,1
كاع,كَاعٌ,1
كوكب,كَوْكَبٌ,1
كير,كِيرٌ,1
لؤلؤ,لُؤْلُؤٌ,1
لباس,لِبَاسٌ,1
لتيا,لَتَيَّا,1
لثام,لِثَامٌ,1
لجام,لِجَامٌ,1
لص,لِصٌّ,1
لواذع,لَوَاذِعُ,1
لغد,لُغْدٌ,1
لغدود,لُغْدُودٌ,1
لغز,لُغْزٌ,1
لغز,لُغْزٌ,1
لقب,لَقَبٌ,1
لقلاق,لَقْلاَقٌ,1
لولب,لَوْلَبٌ,1
لام,لاَمٌ,1
ليث,لَيْثٌ,1
ليف,لِيفٌ,1
مبذل,مِبْذَلٌ,1
متر,مِتْرٌ,1
متراس,مِتْرَاسٌ,1
متاع,مَتَاعٌ,1
تمثال,تِمْثالٌ,1
مثال,مِثَالٌ,1
مثل,مَثَلٌ,1
مثل,مِثْلٌ,1
مجاج,مُجَاجٌ,1
مح,مُحٌّ,1
مخ,مُخٌّ,1
مخاط,مُخَاطٌ,1
مدد,مَدَدٌ,1
مرسح,مَرْسَحٌ,1
مركاز,مِرْكَازٌ,1
مزاج,مِزَاجٌ,1
مسد,مَسَدٌ,1
مشيج,مَشِيجٌ,1
مشط,مُشْطٌ,1
ممشط,مِمْشَطٌ,1
ممص,مِمَصٌّ,1
ماضغ,مَاضِغٌ,1
ممطر,مِمْطَرٌ,1
ممكن,مُمْكِن,1
مكا,مَكاً,1
مكو,مَكْوٌ,1
ملأ,مَلأٌ,1
مليار,مِلْيَارٌ,1
مليم,مِلِّيمٌ,1
مليونير,مِلْيُونِيرٌ,1
مناجذ,مَنَاجِذُ,1
منجنيق,مَنْجَنِيقٌ,1
مهاد,مِهَادٌ,1
مهر,مُهْرٌ,1
موسيقار,مُوسِيقَارٌ,1
مال,مَالٌ,1
ميكروب,مَيكْرُوبٌ,1
ميلشيا,مِيلِشْيَا,1
ميلغرام,مِيلِّغْرَام,1
ميلمتر,مِيلِّمِتْرٌ,1
إجاص,إجَّاصٌ,1
ثوم,ثُومٌ,1
نبأ,نَبَأٌ,1
ينبوت,يَنْبُوتٌ,1
نبيذ,نَبِيذٌ,1
ينبوع,يَنْبُوعٌ,1
منتوج,مَنْتُوجٌ,1
نتاف,نُتَافٌ,1
ناجذ,نَاجِذٌ,1
نحام,نُحَامٌ,1
مندف,مِنْدَفٌ,1
منسك,مَنْسَك,1
نصيب,نَصِيبٌ,1
نعنع,نَعْنَعٌ,1
نموذج,نَمُوذَجٌ,1
منار,مَنَارٌ,1
نور,نَوْرٌ,1
نور,نُورٌ,1
نواس,نَوَّاسٌ,1
نوع,نَوْعٌ,1
منام,مَنَامٌ,1
نير,نَيِّرٌ,1
نير,نِيرٌ,1
نير,نَيِّرٌ,1
هيثم,هَيْثَمٌ,1
هدف,هَدَفٌ,1
هدهد,هُدْهُدٌ,1
هزج,هَزَجٌ,1
هزار,هَزَارٌ,1
مهمز,مِهْمَزٌ,1
وثار,وِثَارٌ,1
وثن,وَثَنٌ,1
وحيش,وَحِيشٌ,1
وحواح,وَحْوَاحٌ,1
ورل,وَرَلٌ,1
وريد,وَرِيدٌ,1
وزير,وَزِيرٌ,1
وزغ,وَزَغٌ,1
وساد,وِسَادٌ,1
وسام,وِسَامٌ,1
وسواس,وَسْوَاسٌ,1
وشاح,وِشَاحٌ,1
وصواص,وَصْوَاصٌ,1
وطر,وَطَرٌ,1
وطن,وَطَنٌ,1
وطواط,وَطْوَاطٌ,1
وطيس,وَطِيسٌ,1
وعوع,وَعْوَعٌ,1
وغد,وَغْدٌ,1
وفاق,وِفَاقٌ,1
وفيق,وَفِيقٌ,1
موقد,مَوْقِدٌ,1
مومس,مُومِسٌ,1
ياقوت,يَاقُوتٌ,1
يتوع,يَتُوعٌ,1
يحمور,يَحْمُورٌ,1
يد,يَدٌ,1
يربوع,يَرْبُوعٌ,1
يافوخ,يَافُوخٌ,1
يفاع,يَفَاعٌ,1
يمام,يَمَامٌ,1
يوم,يَوْمٌ,1
إثار,إِثَارٌ,1
آثار,آثَارٌ,1
إثر,إثْرٌ,1
أثيل,أَثِيل,1
أجاج,أُجاجٌ,1
آجل,آجِلٌ,1
ثواب,ثَوابٌ,1
آخر,آخِرُ,1
آدم,آدَمُ,1
آذار,آذَارُ,1
أرثوذكس,أُرثوذكس,1
أرز,أَرُزٌّ,1
أزوت,أزُوتٌ,1
إسبانخ,إِسْبَانَخٌ,1
إسار,إِسَارٌ,1
أغسطس,أُغُسْطُس,1
أكتوبر,أُكْتُوبر,1
أكسيد,أُكْسِيدٌ,1
إكسير,إكْسِيرٌ,1
عربيد,عِرْبِيدٌ,1
إكليروس,إِكْليرُوس,1
إلق,إلْقٌ,1
أمريكا,أَمْرِيكا,1
أمونيوم,أَمونْيُوم,1
أميرال,أَمِيرَالٌ,1
أناناس,أَناناسٌ,1
أنقليس,أَنْقَلِيسٌ,1
إهاب,إهَابٌ,1
أوج,أوْجٌ,1
أورانيوم,أُورَانْيُوم,1
أورثوذكس,أُورثُوذُكْس,1
أوروبا,أُورُوبَّا,1
أيار,أيَّارُ,1
أيدز,أيدز,1
أيلول,أَيْلُول,1
بابونج,بَابُونجٌ,1
بارود,بَارودٌ,1
باريوم,بَارْيُوم,1
بئس,بِئْسٌ,1
باميا,بامْيَا,1
بترول,بِتْرُولٌ,1
بجيش,بَجِيشٌ,1
بديه,بَدِيهٌ,1
بدو,بَدْوٌ,1
براق,بُراقٌ,1
برجد,بُرْجُدٌ,1
براح,بَراحٌ,1
برد,بَرَدٌ,1
برطال,بَرْطالٌ,1
برغش,بَرْغَشٌ,1
برغل,بُرْغُلٌ,1
برقش,بِرْقِشٌ,1
بريم,بَريمٌ,1
برونز,بُرونْزٌ,1
بشام,بَشامٌ,1
بصاق,بُصاقٌ,1
بطاطا,بَطاطا,1
بط,بَطٌ,1
بطاح,بُطاحٌ,1
بطير,بَطِيرٌ,1
بطم,بُطْمٌ,1
بعر,بَعَرٌ,1
بعوض,بَعوضٌ,1
بغام,بُغامٌ,1
بغداد,بَغْدادُ,1
بغرير,بَغْريرٌ,1
بقدونس,بَقْدونِس,1
بكالوريا,بَكَالُورْيا,1
بلح,بَلَحٌ,1
بلاط,بَلاطٌ,1
بليل,بَلِيلٌ,1
بلم,بَلَمٌ,1
بلور,بِلَّوْرٌ,1
بلوط,بَلُّوطٌ,1
بن,بُنٌّ,1
بنج,بَنْجٌ,1
بنكام,بَنْكَامٌ,1
بنكرياس,بَنْكِرْيَاس,1
بهار,بُهَارٌ,1
بهار,بَهَارٌ,1
بهرج,بَهْرَجٌ,1
بوتاس,بُوتاسٌ,1
بوتاسيوم,بُوتَاسْيُوم,1
بيدق,بَيْدَقٌ,1
بيرم,بَيْرَمٌ,1
بيروت,بَيْرُوتُ,1
تراخوما,تِرَاخُوما,1
ترفاس,تِرْفَاسٌ,1
ترموس,تِرْمُوسٌ,1
ترنج,تُرُنْجٌ,1
تفال,تُفَالٌ,1
تموز,تَمُّوز,1
تن,تُنٌّ,1
توت,تُوتٌ,1
تونس,تُونِس,1
تيفوس,تَيفوسٌ,1
تيفوئيد,تِيفُوئيد,1
ثدام,ثِدَامٌ,1
ثالوث,ثَالُوثٌ,1
ثيل,ثَيِّلٌ,1
جؤجؤ,جُؤْجُؤٌ,1
جاز,جَازٌ,1
جبروت,جَبَرُوتٌ,1
جدل,جَدَلٌ,1
جذام,جُذَامٌ,1
جراب,جُرَابٌ,1
جريس,جُرَيْسٌ,1
جزر,جَزَرٌ,1
جزز,جَزَزٌ,1
جزاف,جِزَافٌ,1
جساد,جُسَادٌ,1
جساد,جِسَادٌ,1
جلل,جَلَلٌ,1
جلمد,جَلْمَدٌ,1
جلنار,جُلَّنَارُ,1
جمباز,جِمْبَاز,1
جمل,جُمَّلٌ,1
جمام,جِمَامٌ,1
جناز,جَنَّازٌ,1
جناب,جَنَابٌ,1
جناب,جُنَابٌ,1
جناح,جُنَاحٌ,1
جنح,جُنْحٌ,1
جهنم,جَهَنَّمُ,1
جودو,جُودُو,1
مجوز,مِجْوَزٌ,1
مجول,مِجْوَلٌ,1
جاه,جَاهٌ,1
جير,جِيرٌ,1
حاقول,حاقولٌ,1
حباحب,حُباحِبٌ,1
حبار,حَبَّارٌ,1
حباب,حَبابٌ,1
حبب,حَبَبٌ,1
إحبال,إِحْبَالٌ,1
حبوس,حَبوسٌ,1
حجام,حِجامٌ,1
حرير,حَرِيرٌ,1
محرار,مِحْرَارٌ,1
محراك,مِحْرَاكٌ,1
حرام,حَرامٌ,1
محرم,مِحْرَمٌ,1
حرمل,حَرْمَلٌ,1
محز,مَحَزٌّ,1
حساس,حَسَاسٌ,1
حساس,حُسَاسٌ,1
حساف,حُسَافٌ,1
حسام,حُسَامٌ,1
حشف,حَشَفٌ,1
حشيف,حَشِيفٌ,1
محصب,مُحَصَّبٌ,1
حصرم,حِصْرِمٌ,1
حاطوم,حاطومٌ,1
حطام,حُطَامٌ,1
حفير,حَفِيرٌ,1
حفف,حَفَفٌ,1
حقال,حُقَالٌ,1
حك,حُكٌّ,1
محك,مِحَكٌّ,1
حليب,حَلِيبٌ,1
حليج,حَلِيجٌ,1
حمحم,حِمْحَمٌ,1
حماس,حَمَاسٌ,1
حملاج,حِمْلاجٌ,1
يحموم,يَحْمُومٌ,1
حنبل,حُنْبُلٌ,1
حناط,حِنَاطٌ,1
حنوط,حَنوطٌ,1
حو,حُوٌّ,1
حوال,حَوَالٌ,1
حيدر,حَيْدَرٌ,1
محيا,مُحَيَّا,1
مخبآت,مُخَبَّآتٌ,1
خباز,خُبَّازٌ,1
خبب,خَبَبٌ,1
خبث,خُبْثٌ,1
خابور,خَابُورٌ,1
خبار,خَبَارٌ,1
خدار,خِدَارٌ,1
خراج,خَرَاجٌ,1
خرشاف,خِرْشَافٌ,1
خرشوف,خَرْشُوفٌ,1
خريف,خَرِيفٌ,1
خرنوب,خَرْنُوبٌ,1
خروب,خَرُّوبٌ,1
خزرج,خَزْرَجٌ,1
خزاع,خُزَاعٌ,1
خزعبل,خَزَعْبَلٌ,1
خزعبيل,خُزَعْبِيلٌ,1
خزف,خَزَفٌ,1
خشخاش,خَشْخَاشٌ,1
خضوب,خَضُوبٌ,1
خلب,خُلَّبٌ,1
تخليف,تَخْليِفٌ,1
خلنج,خَلْنَجٌ,1
خمار,خُمَارٌ,1
خمر,خِمْرٌ,1
خمس,خُمُسٌ,1
خميس,خَمِيسٌ,1
خمال,خُمَالٌ,1
خناس,خَنَّاسٌ,1
خنع,خَنَعٌ,1
خناق,خُنَّاقٌ,1
خناق,خِنَاقٌ,1
خوخ,خَوْخٌ,1
خوص,خُوصٌ,1
مخوض,مِخْوَضٌ,1
خيش,خَيْشٌ,1
خياط,خِيَاطٌ,1
مخيط,مِخْيَطٌ,1
خيلع,خَيْلَعٌ,1
داما,دَامَا,1
دباج,دَبَّاجٌ,1
دبق,دِبْقٌ,1
دجال,دَجَالٌ,1
ديدن,دَيْدَنٌ,1
دراق,دَرَّاقٌ,1
دراما,دِرَامَا,1
درج,دَرْجٌ,1
دردار,دَرْدَارٌ,1
دردور,دُرْدُورٌ,1
درور,دَرورٌ,1
دروز,دُروزٌ,1
متدارك,مُتَدَارَكٌ,1
مدارك,مَدَارِكُ,1
دارم,دَارِمٌ,1
درواس,دِرْواسٌ,1
دسام,دِسَامٌ,1
دش,دُشٌّ,1
دشيش,دَشِيشٌ,1
دعاع,دُعَاعٌ,1
دعاع,دِعَاعٌ,1
دفتريا,دِفْتِرْيا,1
دفل,دِفْلٌ,1
دقاق,دُقاقٌ,1
دقوق,دَقوقٌ,1
دقيق,دَقيقٌ,1
دكتاتور,دِكْتاتورٌ,1
فاصوليا,فَاصُولِيَا,1
دكتوراه,دُكْتوراه,1
دلبوث,دَلْبوثٌ,1
دلس,دَلْسٌ,1
دلوك,دَلوكٌ,1
ديلم,دَيْلَمٌ,1
دمشق,دِمَشْقُ,1
دماع,دُماعٌ,1
دمقس,دِمَقْسٌ,1
دمال,دِمالٌ,1
دمام,دِمامٌ,1
دنو,دُنُوٌّ,1
دهس,دَهْسٌ,1
دهق,دَهَقٌ,1
دوار,دَوَّارٌ,1
دوار,دُوارٌ,1
مدوس,مِدْوَسٌ,1
دونم,دونَمٌ,1
دو,دَوٌّ,1
ديس,ديسٌ,1
ديسمبر,دِيسَمْبَرُ,1
ديناصور,دِيناصورٌ,1
دينامو,دينامو,1
ديناميت,دينامِيتٌ,1
ذؤاف,ذُؤافٌ,1
ذعر,ذُعَرٌ,1
ذعر,ذُعْرٌ,1
ذعاف,ذُعافٌ,1
ذفاف,ذُفافٌ,1
ذولق,ذَوْلَقٌ,1
ذمار,ذِمَارٌ,1
ذواق,ذَوَاقٌ,1
راديوم,رَادْيُومٌ,1
راؤول,رَاؤُولٌ,1
رؤال,رُؤالٌ,1
رؤام,رُؤامٌ,1
رباب,رَبَابٌ,1
ربد,رُبَدٌ,1
ربيد,رَبِيدٌ,1
ربيض,رَبِيضٌ,1
ربيق,رُبَيْقٌ,1
رجز,رَجَزٌ,1
رجز,رِجْزٌ,1
مرجاس,مِرْجَاسٌ,1
ترحاب,تَرْحَابٌ,1
رحاب,رُحَابٌ,1
رحاق,رُحَاقٌ,1
رخام,رُخَامٌ,1
رز,رُزٌّ,1
رز,رِزٌّ,1
رساغ,رِسَاغٌ,1
رسل,رِسْلٌ,1
رشاش,رَشَّاشٌ,1
رشاش,رَشاشٌ,1
رضاب,رُضابٌ,1
رضوخ,رُضوخٌ,1
رضاض,رُضاضٌ,1
رطام,رُطامٌ,1
رعيل,رَعيلٌ,1
رغام,رَغامٌ,1
رقيم,رَقيمٌ,1
تركيع,تَرْكِيعٌ,1
ركام,رُكامٌ,1
رمش,رَمَشٌ,1
رونق,رَوْنَقٌ,1
رهبل,رَهْبَلٌ,1
روب,رَوْبٌ,1
مراح,مَرَاحٌ,1
مراح,مُرَاحٌ,1
مستراح,مُسْتَرَاحٌ,1
روم,رُومٌ,1
روم,رُومٌ,1
روماتيزم,روماتِيزَمٌ,1
روند,رَوَنْدٌ,1
رياش,رِياشٌ,1
ترياق,تِرْيَاقٌ,1
ريق,رَيِّقٌ,1
ريال,رِيالٌ,1
ريم,رَيْمٌ,1
زئبق,زِئْبَقٌ,1
زباد,زَبادٌ,1
زباد,زُبَّادٌ,1
زجاج,زُجاجٌ,1
زحار,زُحارٌ,1
زحل,زُحَلٌ,1
زريع,زِرِّيعٌ,1
زرنيخ,زَرْنيخٌ,1
زعتر,زَعْتَرٌ,1
مزعم,مَزْعَمٌ,1
زفوف,زَفوفٌ,1
زقوم,زَقَّومٌ,1
زلاج,زِلاجٌ,1
زلال,زُلالٌ,1
زمخر,زَمْخَرٌ,1
زمهرير,زَمْهَريرٌ,1
زنجار,زِنْجارٌ,1
زنجبيل,زَنْجَبيلٌ,1
زهر,زُهْرٌ,1
زيار,زِيارٌ,1
زواق,زَواقٌ,1
مزاد,مَزَادٌ,1
سبتمبر,سِبْتمبَر,1
سبر,سِبْرٌ,1
سبع,سَبْعٌ,1
سبل,سَبَلٌ,1
سجود,سُجُودٌ,1
سجيل,سِجِّيلٌ,1
مسحب,مَسْحَبٌ,1
سحر,سَحْرٌ,1
سحور,سَحُورٌ,1
سحلب,سَحْلَبٌ,1
سخام,سُخَامٌ,1
سداد,سُدَادٌ,1
سدير,سَدِيرٌ,1
سداس,سُدَاسٌ,1
سديس,سَدِيسٌ,1
سذاب,سَذَابٌ,1
سراب,سَرَابٌ,1
سراج,سَرَّاجٌ,1
منسرح,مُنْسَرِحٌ,1
مسرد,مَسْرَدٌ,1
سرار,سِرَارٌ,1
سرر,سُرُرٌ,1
سراط,سِرَاطٌ,1
سرعوب,سُرْعُوبٌ,1
سرمد,سَرْمَدٌ,1
سرمق,سَرْمَقٌ,1
سرو,سَرْوٌ,1
سريل,سُرَيَّلٌ,1
سطام,سِطَامٌ,1
سعتر,سَعْتَرٌ,1
سعار,سُعَارٌ,1
سفار,سِفَارٌ,1
سافن,سَافِنٌ,1
سلاب,سِلاَبٌ,1
سلبوت,سَلْبُوتٌ,1
سلم,سَلَمٌ,1
سمار,سَمَّارٌ,1
سماق,سُمَّاقٌ,1
سميد,سَمِيدٌ,1
سمسم,سِمْسِمٌ,1
سماط,سِمَاطٌ,1
سمام,سِمَامٌ,1
مسام,مَسَامُّ,1
سمو,سُمُوٌّ,1
سنبوسك,سَنْبُوسَكٌ,1
سنجاب,سِنْجَابٌ,1
مسند,مُسْنَدٌ,1
سندس,سُنْدُسٌ,1
سنط,سَنْطٌ,1
سنطور,سُنْطُورٌ,1
تسنيم,تَسْنِيمٌ,1
سنام,سَنَامٌ,1
سهام,سَهَامٌ,1
سهام,سُهَامٌ,1
سها,سُهَا,1
سهيل,سُهَيْلٌ,1
سواد,سَوادٌ,1
سوس,سُوسٌ,1
سيال,سَيالٌ,1
سيدا,سِيدا,1
سيناريو,سِينارْيُو,1
سينما,سِينَما,1
سينماتوغراف,سينماتوغراف,1
شابل,شَابِلٌ,1
شؤم,شُؤْمٌ,1
شاه,شَاهٌ,1
شاويش,شَاوِيشٌ,1
شباط,شُبَاطٌ,1
شبام,شِبَامٌ,1
شروب,شُرُوبٌ,1
شيرج,شَيْرَجٌ,1
شرشور,شُرْشورٌ,1
شرقراق,شِرَقْرَاقٌ,1
شرقرق,شَرَقْرَقٌ,1
شطرنج,شِطْرَنْجٌ,1
شعف,شَعَفٌ,1
شعير,شَعِيرٌ,1
شقراق,شَقِرَّاقٌ,1
مشكاك,مِشْكَاكٌ,1
شكال,شِكَالٌ,1
شليخ,شلِيخٌ,1
شمار,شَمَارٌ,1
شماس,شَمَّاسٌ,1
شمام,شَمَّامٌ,1
مشمع,مُشَمَّعٌ,1
شمندر,شَمَنْدَرٌ,1
شهاق,شُهَاقٌ,1
شوال,شَوَّالٌ,1
شواظ,شُوَاظٌ,1
شوك,شَوْكِ,1
حور,حَوَرٌ,1
شيح,شِيحٌ,1
شيد,شِيدٌ,1
شيش,شِيشٌ,1
شياط,شِيَاطٌ,1
شيال,شَيَّالٌ,1
صبار,صَبَّارٌ,1
صبوح,صَبُوحٌ,1
صبير,صَبِيرٌ,1
صبير,صُبَّيْرٌ,1
صدار,صِدَارٌ,1
صداع,صُدَاعٌ,1
صديد,صَدِيدٌ,1
صرار,صَرَّارٌ,1
صراح,صِرَاحٌ,1
صرر,صَرَرٌ,1
صرصر,صَرْصَرٌ,1
صعتر,صَعْتَرٌ,1
صفيح,صَفِيحٌ,1
صفر,صُفْرٌ,1
صفر,صَفَرٌ,1
صفصاف,صَفْصَافٌ,1
صفيف,صَفِيفٌ,1
صلصال,صَلْصَالٌ,1
صمغ,صَمْغٌ,1
صناج,صَنَّاجٌ,1
صنادل,صُنَادِلٌ,1
صندل,صَنْدَلٌ,1
صهر,صَهْرٌ,1
صواب,صَوَابٌ,1
صودا,صُودَا,1
صوديوم,صُودْيُوم,1
مصاغ,مَصَاغٌ,1
صومال,صُومَال,1
مصب,مِصَبٌّ,1
ضباب,ضَبَابٌ,1
ضرغام,ضِرْغَامٌ,1
ضلل,ضَلَلٌ,1
طبق,طِبْقٌ,1
طرز,طَرْزٌ,1
طفطاف,طَفْطَافٌ,1
طلع,طَلْعٌ,1
طلم,طَلَمٌ,1
طلم,طُلْمٌ,1
طوب,طُوبٌ,1
طور,طُورٌ,1
مطاف,مَطَافٌ,1
طياف,طِيَافٌ,1
ظلع,ظَلَعٌ,1
ظليل,ظِلِّيلٌ,1
مظهر,مُظْهَرٌ,1
عاسوق,عَاسُوقٌ,1
إعتاق,إِعْتاقٌ,1
عداد,عَدَّادٌ,1
عدس,عَدَسٌ,1
عرار,عُرَارٌ,1
عرض,عُرْضٌ,1
عرعر,عَرْعَرٌ,1
عرقوب,عُرْقُوبٌ,1
عرام,عُرَامٌ,1
عوسج,عَوْسَجٌ,1
عسجد,عَسْجَدٌ,1
عصاب,عُصَابٌ,1
عصاب,عِصَابٌ,1
عصار,عُصَارٌ,1
عصير,عَصِيرٌ,1
عاصم,عَاصِمٌ,1
عصم,عُصْمٌ,1
عطارد,عُطَارِدٌ,1
معظم,مُعْظَمٌ,1
عقيب,عَقِيبٌ,1
عقاد,عَقَّادٌ,1
عقاف,عُقَافٌ,1
عقيق,عَقِيقٌ,1
عقال,عُقَّالٌ,1
عكوف,عُكُوفٌ,1
علف,عُلَّفٌ,1
عليق,عُلَّيْقٌ,1
علقم,عَلْقَمٌ,1
عامد,عَامِدٌ,1
عمار,عَمَارٌ,1
معمار,مِعْمَارٌ,1
عناب,عُنَّابٌ,1
عهر,عَهْرٌ,1
عاج,عَاجٌ,1
عواذ,عَوَاذٌ,1
عوذ,عَوْذٌ,1
عوسج,عَوْسَج,1
عياط,عِيَاطٌ,1
غبار,غُبَارٌ,1
غار,غَارٌ,1
غدف,غَدَفٌ,1
غد,غَدٌ,1
غرانيت,غَرَانِيت,1
مغرس,مَغْرِسٌ,1
غرقئ,غِرْقِئٌ,1
غرام,غَرَامٌ,1
غرير,غُرَيْرٌ,1
غاسول,غَاسُولٌ,1
غضار,غَضَارٌ,1
غلس,غَلَسٌ,1
غمار,غُمارٌ,1
غيلم,غَيْلَمٌ,1
فالوذ,فَالُوذٌ,1
فالوذج,فَالُوذَجٌ,1
فبراير,فِبْرَاير,1
فروخ,فَرُّوخٌ,1
فراد,فُرَادٌ,1
فرير,فَرِيرٌ,1
مفر,مَفَرٌّ,1
فرزدق,فَرَزْدَقٌ,1
فرفر,فُرْفُرٌ,1
فستق,فُسْتُقٌ,1
مفزع,مَفْزَعٌ,1
فسفاط,فُسْفَاطٌ,1
فسافس,فَسَافِسُ,1
فسفور,فُسْفُورٌ,1
فطور,فُطُورٌ,1
فقوس,فُقُوسٌ,1
فقاع,فُقَّاعٌ,1
فنك,فَنَكٌ,1
فنيك,فِنِيك,1
فوسفور,فُوسْفُورٌ,1
فول,فُولٌ,1
مفاد,مُفَادٌ,1
فيروز,فَيْرُوز,1
فيروس,فِيرُوس,1
قاقم,قَاقُمٌ,1
قاقوم,قَاقُومٌ,1
قائمقام,قَائِمْقَامٌ,1
قبع,قُبَعٌ,1
قبل,قُبَلٌ,1
قبل,قُبُلٌ,1
قبل,قُبْلٌ,1
قبل,قِبَلٌ,1
قبيل,قَبِيلٌ,1
مقتبل,مُقْتَبَلٌ,1
قتاد,قَتَادٌ,1
قتار,قُتَارٌ,1
قتام,قَتَامٌ,1
قحاف,قُحَافٌ,1
قداد,قُدَادٌ,1
قد,قِدٌّ,1
قديد,قَديدٌ,1
قدس,قُدُسٌ,1
قدس,قُدْسٌ,1
مقرأ,مِقْرَأٌ,1
قراصيا,قَرَاصِيَا,1
قراب,قُرَابٌ,1
قريض,قَرِيضٌ,1
قراع,قُرَاعٌ,1
قراع,قِرَاعٌ,1
قرمد,قَرْمَدٌ,1
قريش,قُرَيْشٌ,1
قسطاس,قِسْطَاسٌ,1
قشار,قُشَارٌ,1
قشيش,قَشِيشٌ,1
قصاص,قُصَاصٌ,1
قطر,قَطَر,1
قعاد,قُعَادٌ,1
قلاب,قُلاَبٌ,1
قلقاس,قُلْقَاسٌ,1
قمار,قِمَارٌ,1
قمقم,قُمْقُمٌ,1
قناع,قِنَاعٌ,1
قنب,قُنَّبٌ,1
قنبيط,قُنَّبِيطٌ,1
قندس,قُنْدُسٌ,1
قنزع,قُنْزُعٌ,1
قنغر,قَنْغَرٌ,1
قن,قُنٌّ,1
قواع,قُواعٌ,1
قاف,قَافٌ,1
قاق,قَاقٌ,1
قوقع,قَوْقَعٌ,1
قيد,قِيدٌ,1
قيض,قَيْضٌ,1
قيق,قِيقٌ,1
مقيل,مَقِيلٌ,1
كاكاو,كَاكَاوْ,1
كاليتوس,كَالِيتُوسٌ,1
كباب,كَبَابٌ,1
كباد,كُبَادٌ,1
كبريت,كِبْرِيتٌ,1
كبسول,كَبْسُولٌ,1
كابول,كَابُولٌ,1
مكحل,مِكْحَلٌ,1
كرفس,كَرَفْسٌ,1
كركدن,كَرْكَدَنٌّ,1
كرنب,كُرُنْبٌ,1
كروميت,كُرُومِيت,1
كرويا,كَرَوْيَا,1
كساح,كُسَاحٌ,1
كسكاس,كَسْكَاسٌ,1
كسكس,كُسْكُسٌ,1
كفاف,كَفَافٌ,1
كفف,كَفَفٌ,1
كلسيوم,كَلْسُيُومٌ,1
كلام,كَلاَمٌ,1
كلم,كَلَمٌ,1
كلور,كُلُورٌ,1
كلوروفورم,كْلُورُوفُورَم,1
كم,كَمٌّ,1
كنه,كُنْهٌ,1
كنيس,كَنِيسٌ,1
كهرطيس,كَهْرَطِيسُ,1
كهنوت,كَهَنُوتٌ,1
كوبلت,كُوبلْت,1
كيموس,كَيْمُوسٌ,1
كوسا,كُوسَا,1
كوك,كُوك,1
كوكا,كُوكا,1
كولوم,كُولُوم,1
كوليرا,كُولِيرَا,1
كيلوواط,كِيلُووَاط,1
كيال,كَيَّالٌ,1
مكيل,مَكِيلٌ,1
كيلو,كِيلُو,1
كيلوس,كَيْلُوس,1
كينا,كِينَا,1
لازورد,لاَزَوَرْدٌ,1
لاهوت,لاَهُوتٌ,1
لبيك,لَبَّيْكَ,1
لبلاب,لَبْلاَبٌ,1
ملبن,مَلْبَنٌ,1
لحاظ,لِحَاظٌ,1
إلحاح,إلْحَاحٌ,1
لزاق,لِزَاقٌ,1
لاصوق,لاَصُوقٌ,1
لصق,لِصْقٌ,1
لصوق,لَصُوقٌ,1
لقاط,لُقَاطٌ,1
تلمود,تَلْمودٌ,1
لهاب,لُهَابٌ,1
لوز,لَوْزٌ,1
ليسانس,لِيسَانس,1
مارس,مَارِس,1
مازور,مَازُورٌ,1
مؤق,مُؤْقٌ,1
مايو,مَايُو,1
مثال,مَثَّالٌ,1
محاق,مَحَاقٌ,1
مخاض,مَخَاضٌ,1
مخيض,مَخِيضٌ,1
مخيخ,مُخَيْخٌ,1
مارج,مَارِجٌ,1
مرددوش,مَرْدَدُوشٌ,1
مريس,مَرِيسٌ,1
مرمر,مَرْمَرٌ,1
مريخ,مِرِّيخ,1
مساس,مَسَاسٌ,1
مساس,مِسَاسٌ,1
مسيس,مَسِيسٌ,1
مماس,مُمَاسٌّ,1
مشاط,مَشَّاطٌ,1
مضير,مَضِيرٌ,1
مضاض,مُضَاضٌ,1
مطاط,مَطَّاطٌ,1
مطاط,مَطَّاطٌ,1
معدنوس,مَعْدَنُوسٌ,1
مغناطيس,مِغْنَاطِيسٌ,1
مغنطيس,مِغْنَطِيسٌ,1
مفاعل,مُفَاعِلٌ,1
مقدونس,مَقْدُونُسٌ,1
مقراج,مِقْرَاجٌ,1
مكروسكوب,مِكْرُوسْكُوبٌ,1
مكاك,مُكَاكٌ,1
ملاريا,مَلاَرِيَا,1
ملكوت,مَلَكُوتٌ,1
مندل,مَنْدَلٌ,1
منغنيز,مَنْغَنِيزٌ,1
مهل,مَهَلٌ,1
مهل,مَهْلٌ,1
